ZIP,Number of returns,Amount
94002,3169,550
94002,22038,2300
94002,134816,3350
94005,22216,1330
94005,131,70
94005,384,110
94005,773,150
94005,4794,490
94005,16134,510
94010,798558,10730
94010,1223,210
94010,1173,240
94010,2104,450
94010,4787,780
94010,30711,2880
94010,758560,6170
94014,42788,5890
94014,175,120
94014,1386,640
94014,2794,1020
94014,4832,1090
94014,20093,2440
94014,13508,580
94015,77454,9130
94015,266,160
94015,1280,770
94015,3746,1240
94015,7478,1570
94015,34733,4090
94015,29951,1300
94019,83374,3200
94019,141,50
94019,352,120
94019,671,210
94019,1542,320
94019,10779,1170
94019,69889,1330
94020,6866,360
94020,93,40
94020,141,40
94020,1471,150
94020,5161,130
94021,453,30
94021,453,30
94022,634391,6280
94022,435,120
94022,507,110
94022,1646,180
94022,2280,320
94022,14958,1330
94022,614565,4220
94024,489373,6860
94024,376,100
94024,607,100
94024,824,200
94024,2352,340
94024,14915,1480
94024,470299,4640
94025,693262,10380
94025,907,180
94025,1131,280
94025,2364,470
94025,3969,720
94025,29726,2800
94025,655165,5930
94027,604064,2130
94027,241,80
94027,330,50
94027,714,70
94027,1099,90
94027,4765,340
94027,596915,1500
94028,232209,2200
94028,293,50
94028,205,30
94028,273,40
94028,849,110
94028,4551,430
94028,226038,1540
94030,89308,4920
94030,422,70
94030,388,160
94030,1398,380
94030,2726,510
94030,18557,1970
94030,65817,1830
94038,9251,580
94038,70,20
94038,169,50
94038,309,60
94038,2111,230
94038,6592,220
94040,232119,7980
94040,281,80
94040,442,180
94040,1401,310
94040,3876,600
94040,30819,2780
94040,195300,4030
94041,110340,3810
94041,76,40
94041,199,80
94041,705,140
94041,1804,290
94041,15671,1410
94041,91885,1850
94043,170817,8040
94043,139,80
94043,740,210
94043,1315,370
94043,4200,690
94043,33937,3100
94043,130486,3590
94044,103419,8520
94044,314,120
94044,833,360
94044,2390,740
94044,5994,1120
94044,35511,4070
94044,58377,2110
94060,1914,130
94060,109,30
94060,175,20
94060,484,50
94060,1146,30
94061,139934,6900
94061,276,90
94061,764,250
94061,2009,500
94061,3795,730
94061,25764,2620
94061,107326,2710
94062,522029,7220
94062,563,140
94062,858,180
94062,1586,310
94062,3131,540
94062,21511,2020
94062,494380,4030
94063,61191,3820
94063,112,50
94063,366,230
94063,1271,410
94063,2753,530
94063,15697,1570
94063,40992,1030
94065,149562,3680
94065,136,40
94065,247,70
94065,591,150
94065,1454,260
94065,12677,1250
94065,134457,1910
94066,93584,8040
94066,372,120
94066,883,480
94066,3057,990
94066,6096,1220
94066,30666,3450
94066,52510,1780
94070,284046,8810
94070,438,90
94070,644,210
94070,1747,400
94070,3404,650
94070,26939,2700
94070,250874,4760
94074,383,30
94074,383,30
94080,121959,11040
94080,323,140
94080,1318,690
94080,4079,1350
94080,7932,1640
94080,42855,4930
94080,65452,2290
94085,70637,4750
94085,67,50
94085,313,140
94085,1042,320
94085,3208,570
94085,21856,2040
94085,44151,1630
94086,181507,10150
94086,208,100
94086,854,280
94086,1662,480
94086,6146,1010
94086,43267,4040
94086,129370,4240
94087,313915,12810
94087,293,100
94087,1214,260
94087,1778,520
94087,4831,870
94087,40278,3960
94087,265521,7100
94089,61363,4300
94089,74,40
94089,348,190
94089,1218,380
94089,2756,530
94089,18501,1850
94089,38466,1310
94102,97264,4780
94102,301,70
94102,414,170
94102,1418,350
94102,4081,600
94102,26249,2300
94102,64801,1290
94103,124624,6040
94103,312,80
94103,709,210
94103,1602,400
94103,5162,760
94103,32704,2870
94103,84135,1720
94104,151921,660
94104,136,30
94104,176,20
94104,146,30
94104,465,60
94104,2232,180
94104,148766,340
94105,193425,4630
94105,165,40
94105,366,90
94105,693,160
94105,2535,380
94105,22714,1870
94105,166952,2090
94107,253865,9820
94107,366,100
94107,717,190
94107,2344,490
94107,6159,960
94107,47445,4130
94107,196834,3950
94108,72135,2210
94108,377,90
94108,566,110
94108,2217,340
94108,11840,1050
94108,57135,620
94109,366547,14110
94109,782,150
94109,1096,370
94109,3317,680
94109,12909,1960
94109,75136,6590
94109,273307,4360
94110,329268,14370
94110,676,170
94110,1327,500
94110,3656,920
94110,11285,1790
94110,67139,6040
94110,245185,4950
94111,187042,1510
94111,96,20
94111,182,40
94111,234,50
94111,608,100
94111,6186,510
94111,179736,790
94112,91977,9960
94112,385,240
94112,1582,940
94112,4474,1540
94112,8357,1740
94112,33373,3860
94112,43806,1640
94114,389145,11500
94114,476,130
94114,1068,280
94114,2329,520
94114,8129,1230
94114,51250,4490
94114,325893,4850
94115,427093,9240
94115,836,140
94115,853,260
94115,2380,490
94115,7179,1100
94115,43872,3850
94115,371973,3400
94116,130802,8220
94116,196,110
94116,730,360
94116,2484,730
94116,6122,1120
94116,31109,3320
94116,90161,2580
94117,285952,10740
94117,612,140
94117,878,260
94117,2333,510
94117,9390,1370
94117,52853,4760
94117,219886,3700
94118,476694,8310
94118,532,130
94118,900,260
94118,2017,470
94118,6855,1030
94118,33029,3040
94118,433361,3380
94121,239066,7130
94121,576,130
94121,799,290
94121,2199,560
94121,5882,1000
94121,27718,2730
94121,201892,2420
94122,159120,10430
94122,423,150
94122,1122,430
94122,3503,860
94122,8418,1430
94122,44141,4530
94122,101513,3030
94123,490653,9350
94123,520,110
94123,718,170
94123,2007,330
94123,7608,1080
94123,45411,3900
94123,434389,3760
94124,29589,3640
94124,166,120
94124,868,490
94124,2146,730
94124,3133,680
94124,10447,1210
94124,12829,410
94127,149385,5640
94127,253,90
94127,427,140
94127,1522,320
94127,2794,510
94127,18185,1830
94127,126204,2750
94129,68072,780
94129,125,40
94129,228,40
94129,785,100
94129,3364,260
94129,63570,340
94130,609,80
94130,135,40
94130,474,40
94131,222260,8360
94131,519,110
94131,752,270
94131,2393,530
94131,5109,870
94131,33542,3110
94131,179945,3470
94132,55570,4070
94132,79,70
94132,378,210
94132,1484,440
94132,3134,600
94132,15171,1630
94132,35324,1120
94133,159235,4960
94133,567,70
94133,506,150
94133,1198,250
94133,4395,670
94133,24667,2190
94133,127902,1630
94134,37933,4680
94134,111,110
94134,897,520
94134,2469,840
94134,3847,830
94134,15141,1780
94134,15468,600
94158,53402,2480
94158,142,60
94158,433,100
94158,1493,210
94158,12390,1080
94158,38944,1030
94301,1307531,5130
94301,325,90
94301,848,90
94301,694,160
94301,1952,270
94301,16133,1380
94301,1287579,3140
94303,607598,7300
94303,511,130
94303,797,430
94303,2197,700
94303,3665,720
94303,18949,2010
94303,581479,3310
94304,129344,1050
94304,148,30
94304,153,30
94304,470,70
94304,4231,330
94304,124342,590
94305,62807,1170
94305,45,30
94305,146,30
94305,430,70
94305,2932,260
94305,59254,780
94306,291411,6720
94306,260,80
94306,504,160
94306,1123,270
94306,2665,470
94306,20684,1970
94306,266175,3770
94401,87274,5820
94401,199,90
94401,687,330
94401,2139,620
94401,4462,870
94401,24052,2480
94401,55735,1430
94402,221077,6840
94402,361,100
94402,702,180
94402,1312,330
94402,3620,580
94402,21934,2180
94402,193148,3470
94403,242594,9720
94403,427,150
94403,1090,350
94403,2388,690
94403,5835,1050
94403,35606,3670
94403,197248,3810
94404,185939,9160
94404,185,90
94404,906,260
94404,1853,500
94404,4825,890
94404,34255,3420
94404,143915,4000
94501,156201,10700
94501,374,160
94501,1180,540
94501,3479,1020
94501,7990,1490
94501,42559,4510
94501,100619,2980
94502,60096,3670
94502,155,40
94502,284,130
94502,1033,260
94502,1908,390
94502,14052,1530
94502,42664,1320
94503,25993,3340
94503,38,60
94503,401,260
94503,1155,430
94503,2290,580
94503,11881,1500
94503,10228,510
94505,38228,3410
94505,112,50
94505,403,170
94505,1185,330
94505,2047,460
94505,13702,1670
94505,20779,730
94506,239770,6870
94506,294,100
94506,296,130
94506,850,210
94506,2066,340
94506,19705,2030
94506,216559,4060
94507,248202,4570
94507,251,70
94507,426,80
94507,665,150
94507,1683,240
94507,10885,1100
94507,234292,2930
94508,7513,400
94508,47,30
94508,196,50
94508,222,50
94508,1282,160
94508,5766,110
94509,38463,7310
94509,271,230
94509,1649,1020
94509,4376,1670
94509,6357,1550
94509,18469,2500
94509,7341,340
94510,70129,6130
94510,189,90
94510,629,260
94510,1868,610
94510,3999,850
94510,23866,2830
94510,39578,1490
94513,121879,12310
94513,371,180
94513,1269,600
94513,3613,1220
94513,7478,1720
94513,50418,6180
94513,58730,2410
94514,1371,150
94514,83,40
94514,114,20
94514,461,60
94514,713,30
94515,18423,720
94515,181,60
94515,254,90
94515,566,110
94515,2878,270
94515,14544,190
94517,49662,3360
94517,61,40
94517,197,100
94517,724,230
94517,1817,350
94517,12876,1510
94517,33987,1130
94518,46442,4850
94518,104,90
94518,545,320
94518,1821,600
94518,3480,730
94518,18805,2180
94518,21687,930
94519,24326,3270
94519,39,60
94519,453,240
94519,1493,480
94519,2776,630
94519,12713,1540
94519,6852,320
94520,29379,3340
94520,115,100
94520,753,430
94520,2014,720
94520,3182,690
94520,9778,1190
94520,13537,210
94521,80033,8390
94521,167,120
94521,863,460
94521,2876,970
94521,5990,1310
94521,33508,3990
94521,36629,1540
94523,86627,7530
94523,280,120
94523,696,340
94523,2013,630
94523,5331,1060
94523,30756,3450
94523,47551,1930
94525,4085,540
94525,73,50
94525,219,80
94525,471,100
94525,2102,240
94525,1220,70
94526,254441,9290
94526,482,110
94526,708,210
94526,1740,490
94526,3729,750
94526,29248,3190
94526,218534,4540
94530,67136,5070
94530,194,90
94530,529,260
94530,1534,480
94530,3085,640
94530,20124,2230
94530,41670,1370
94531,46956,7340
94531,297,170
94531,1081,670
94531,3346,1250
94531,5877,1400
94531,24766,3220
94531,11589,630
94533,50240,8200
94533,274,190
94533,1632,1020
94533,4603,1660
94533,6477,1580
94533,23269,3120
94533,13985,630
94534,93252,8490
94534,252,130
94534,860,450
94534,2710,900
94534,5700,1330
94534,32376,3950
94534,51354,1730
94535,396,80
94535,100,40
94535,296,40
94536,172471,12820
94536,267,140
94536,969,450
94536,3279,1030
94536,7617,1510
94536,49276,5420
94536,111063,4270
94538,113551,10170
94538,460,150
94538,1003,520
94538,2937,950
94538,7210,1460
94538,41615,4510
94538,60326,2580
94539,334962,12710
94539,390,120
94539,942,310
94539,1822,490
94539,4707,810
94539,37374,3850
94539,289727,7130
94541,52544,7540
94541,296,170
94541,1246,790
94541,4467,1450
94541,6842,1490
94541,24368,2930
94541,15325,710
94542,41061,2840
94542,107,50
94542,303,140
94542,871,260
94542,1792,360
94542,10412,1160
94542,27576,870
94544,53748,8140
94544,212,170
94544,1481,900
94544,4880,1690
94544,7295,1660
94544,23943,3070
94544,15937,650
94545,38542,4930
94545,140,100
94545,694,470
94545,2510,840
94545,4037,920
94545,16676,2030
94545,14485,570
94546,85762,8170
94546,340,120
94546,775,420
94546,3002,960
94546,5944,1260
94546,33320,3870
94546,42381,1540
94547,41279,5360
94547,110,80
94547,627,340
94547,2292,790
94547,4202,960
94547,19403,2450
94547,14645,740
94549,339741,7820
94549,642,120
94549,596,180
94549,1449,330
94549,2962,510
94549,22473,2310
94549,311619,4370
94550,181372,11380
94550,385,110
94550,754,330
94550,2727,750
94550,5646,1140
94550,44876,5100
94550,126984,3950
94551,90422,8500
94551,235,90
94551,714,380
94551,2604,810
94551,5945,1230
94551,36622,4150
94551,44302,1840
94552,63525,3790
94552,91,30
94552,274,130
94552,828,210
94552,1670,340
94552,14920,1630
94552,45742,1450
94553,100877,9970
94553,289,140
94553,1063,590
94553,3735,1230
94553,7778,1690
94553,38848,4610
94553,49164,1710
94555,117443,7390
94555,81,60
94555,511,240
94555,1253,440
94555,3332,680
94555,25863,2780
94555,86403,3190
94556,111099,4150
94556,177,60
94556,273,90
94556,711,190
94556,1620,320
94556,11528,1260
94556,96790,2230
94558,151861,10310
94558,441,200
94558,1295,660
94558,4058,1250
94558,6890,1530
94558,34877,4180
94558,104300,2490
94559,43953,3700
94559,134,80
94559,675,290
94559,1680,550
94559,2849,610
94559,12645,1460
94559,25970,710
94560,79663,7820
94560,142,100
94560,671,420
94560,2644,910
94560,5881,1250
94560,29525,3430
94560,40800,1710
94561,47776,7110
94561,225,140
94561,1086,580
94561,2981,1090
94561,5543,1360
94561,25324,3330
94561,12617,610
94563,245961,5700
94563,359,90
94563,472,110
94563,864,200
94563,2005,320
94563,15070,1500
94563,227191,3480
94564,24788,3500
94564,67,80
94564,476,290
94564,1877,640
94564,2706,620
94564,11982,1520
94564,7680,350
94565,58749,10780
94565,459,310
94565,2210,1530
94565,5985,2280
94565,8996,2170
94565,29490,3900
94565,11609,590
94566,301603,10620
94566,573,110
94566,918,280
94566,1976,510
94566,4763,880
94566,33481,3520
94566,259892,5320
94567,1018,70
94567,75,30
94567,943,40
94568,222192,13730
94568,211,90
94568,825,330
94568,2754,730
94568,6317,1270
94568,53642,5670
94568,158443,5640
94571,9623,1580
94571,82,50
94571,255,140
94571,789,290
94571,1158,300
94571,4894,660
94571,2445,140
94572,7467,1260
94572,19,30
94572,226,130
94572,596,230
94572,1106,260
94572,4081,530
94572,1439,80
94574,75598,1370
94574,79,30
94574,157,70
94574,477,100
94574,1063,170
94574,4724,440
94574,69098,560
94576,280,20
94576,280,20
94577,65813,7030
94577,329,170
94577,1036,600
94577,3210,1100
94577,5698,1230
94577,24657,2940
94577,30883,990
94578,28204,4180
94578,158,120
94578,873,500
94578,2634,890
94578,4018,860
94578,12211,1510
94578,8310,300
94579,20718,3080
94579,130,80
94579,464,300
94579,1519,520
94579,2460,580
94579,9903,1270
94579,6242,330
94580,25707,4250
94580,102,90
94580,631,400
94580,2107,770
94580,3912,900
94580,13795,1830
94580,5160,260
94582,218155,10760
94582,256,90
94582,557,180
94582,1395,370
94582,3229,630
94582,33460,3540
94582,179258,5950
94583,187858,10540
94583,123,90
94583,551,230
94583,2034,600
94583,4521,920
94583,37228,4110
94583,143401,4590
94585,21817,4200
94585,130,130
94585,768,510
94585,2290,890
94585,3843,930
94585,11327,1570
94585,3459,170
94586,6153,250
94586,80,30
94586,120,20
94586,751,90
94586,5202,110
94587,120145,11320
94587,288,160
94587,1284,690
94587,3815,1320
94587,7574,1660
94587,41817,4880
94587,65367,2610
94588,158823,8180
94588,195,80
94588,486,220
94588,1844,480
94588,4497,800
94588,31486,3340
94588,120315,3260
94589,13748,3170
94589,135,140
94589,869,500
94589,2125,850
94589,2681,680
94589,6161,900
94589,1777,100
94590,18165,3300
94590,165,150
94590,813,510
94590,2287,800
94590,3245,700
94590,7642,970
94590,4013,170
94591,71187,9240
94591,309,220
94591,1513,860
94591,4257,1540
94591,7823,1780
94591,30902,3870
94591,26383,970
94592,1687,180
94592,67,30
94592,159,30
94592,710,90
94592,751,30
94595,64330,4560
94595,310,100
94595,788,220
94595,1835,510
94595,3029,640
94595,15514,1760
94595,42854,1330
94596,204049,5130
94596,251,80
94596,399,160
94596,1483,390
94596,3547,650
94596,18509,1940
94596,179860,1910
94597,70527,5050
94597,190,70
94597,389,190
94597,1399,410
94597,3678,670
94597,20737,2210
94597,44134,1500
94598,141792,7170
94598,250,90
94598,485,180
94598,1322,420
94598,3317,670
94598,25431,2720
94598,110987,3090
94599,10843,510
94599,393,30
94599,98,40
94599,190,60
94599,369,80
94599,1573,170
94599,8220,130
94601,17909,3120
94601,254,140
94601,673,480
94601,2185,770
94601,3052,650
94601,7662,920
94601,4083,160
94602,75502,5700
94602,240,110
94602,650,310
94602,1866,570
94602,3898,760
94602,21126,2310
94602,47722,1640
94603,9876,2470
94603,95,110
94603,653,460
94603,1992,760
94603,2241,550
94603,3874,540
94603,1021,50
94605,57449,6890
94605,190,180
94605,1191,660
94605,3663,1240
94605,5756,1240
94605,22384,2610
94605,24265,960
94606,25260,2940
94606,266,100
94606,789,360
94606,1526,460
94606,3407,600
94606,10643,1100
94606,8629,320
94607,39956,3300
94607,125,90
94607,514,220
94607,1419,390
94607,3167,540
94607,14943,1450
94607,19788,610
94608,61347,5480
94608,184,120
94608,841,380
94608,2259,670
94608,5600,980
94608,23773,2360
94608,28690,970
94609,39005,3280
94609,88,60
94609,434,210
94609,1288,340
94609,3268,550
94609,13537,1390
94609,20390,730
94610,140936,7110
94610,392,120
94610,958,310
94610,2626,620
94610,6461,1080
94610,27457,2740
94610,103042,2240
94611,369860,10550
94611,729,170
94611,978,310
94611,2516,640
94611,5722,1030
94611,33915,3460
94611,326000,4940
94612,29412,2330
94612,126,50
94612,310,110
94612,947,230
94612,2603,430
94612,11314,1050
94612,14112,460
94618,147366,4830
94618,185,70
94618,331,110
94618,916,270
94618,2755,440
94618,16911,1640
94618,126268,2300
94619,57883,4800
94619,119,80
94619,572,290
94619,2151,640
94619,3626,730
94619,17780,1950
94619,33635,1110
94621,6496,1670
94621,92,90
94621,655,430
94621,1293,500
94621,1452,360
94621,1817,260
94621,1187,30
94702,33052,3060
94702,138,70
94702,368,190
94702,1073,340
94702,2106,430
94702,12420,1320
94702,16947,710
94703,41024,3050
94703,98,60
94703,366,190
94703,899,280
94703,2528,460
94703,11351,1240
94703,25782,820
94704,16619,1140
94704,73,30
94704,251,80
94704,430,120
94704,1062,180
94704,4563,450
94704,10240,280
94705,128529,3370
94705,101,70
94705,426,130
94705,734,200
94705,2394,340
94705,10985,1080
94705,113889,1550
94706,46351,3500
94706,125,60
94706,425,160
94706,1027,280
94706,2202,440
94706,13663,1500
94706,28909,1060
94707,101522,3820
94707,128,50
94707,346,110
94707,1441,220
94707,1692,340
94707,12433,1300
94707,85482,1800
94708,92292,3420
94708,100,50
94708,433,90
94708,750,190
94708,1571,260
94708,10834,1120
94708,78604,1710
94709,26442,1500
94709,23,20
94709,154,60
94709,391,110
94709,1172,210
94709,6219,640
94709,18483,460
94710,16329,1140
94710,41,30
94710,138,90
94710,442,130
94710,935,190
94710,4438,440
94710,10335,260
94801,16959,2290
94801,69,90
94801,558,380
94801,1453,530
94801,1970,470
94801,4531,590
94801,8378,230
94803,32252,4350
94803,204,90
94803,628,370
94803,1994,710
94803,3581,790
94803,15094,1880
94803,10751,510
94804,29640,4720
94804,264,160
94804,1191,690
94804,2946,1050
94804,4571,980
94804,12171,1460
94804,8497,380
94805,16101,2220
94805,46,60
94805,351,220
94805,1166,390
94805,2077,470
94805,7028,850
94805,5433,230
94806,32234,6240
94806,297,200
94806,1411,940
94806,3909,1500
94806,5563,1360
94806,14960,1990
94806,6094,250
94901,181418,6890
94901,792,130
94901,811,300
94901,2410,570
94901,4425,730
94901,22568,2290
94901,150412,2870
94903,115874,6670
94903,419,130
94903,608,280
94903,1999,570
94903,3913,780
94903,24739,2650
94903,84196,2260
94904,207675,3210
94904,416,90
94904,374,100
94904,791,180
94904,1296,240
94904,8900,840
94904,195898,1760
94920,277640,3750
94920,251,80
94920,530,90
94920,1688,170
94920,1645,230
94920,9930,850
94920,263596,2330
94922,633,50
94922,633,50
94923,3739,260
94923,85,20
94923,73,20
94923,175,40
94923,917,100
94923,2489,80
94924,2262,190
94924,76,40
94924,275,40
94924,553,60
94924,1358,50
94925,77168,2510
94925,158,40
94925,173,70
94925,593,140
94925,1200,210
94925,7589,760
94925,67455,1290
94928,36343,5190
94928,212,140
94928,864,460
94928,2635,910
94928,4282,1010
94928,17118,2190
94928,11232,480
94930,27246,1810
94930,62,40
94930,188,70
94930,675,160
94930,1218,240
94930,7121,750
94930,17982,550
94931,12295,1390
94931,65,40
94931,253,110
94931,691,220
94931,1019,240
94931,4590,570
94931,5677,210
94937,2832,170
94937,157,50
94937,575,70
94937,2100,50
94939,80964,1940
94939,76,30
94939,137,50
94939,683,110
94939,854,150
94939,6181,580
94939,73033,1020
94941,384218,8120
94941,718,190
94941,1079,240
94941,1781,410
94941,3810,600
94941,24749,2330
94941,352081,4350
94945,58944,3580
94945,111,60
94945,293,140
94945,909,310
94945,2185,430
94945,13298,1520
94945,42148,1120
94946,5246,120
94946,543,50
94946,4703,70
94947,76499,4980
94947,279,90
94947,509,260
94947,1837,540
94947,3127,660
94947,18652,2120
94947,52095,1310
94949,61779,3650
94949,314,80
94949,572,200
94949,1181,340
94949,2094,420
94949,12051,1370
94949,45567,1240
94951,13514,800
94951,124,60
94951,274,80
94951,525,110
94951,2729,350
94951,9862,200
94952,83627,5510
94952,395,120
94952,1064,300
94952,1990,580
94952,3702,770
94952,21944,2430
94952,54532,1310
94954,61083,6480
94954,266,110
94954,615,390
94954,2629,820
94954,4521,1020
94954,24991,3030
94954,28061,1110
94956,2541,240
94956,66,30
94956,110,30
94956,163,40
94956,643,80
94956,1559,60
94960,107951,3730
94960,292,80
94960,416,110
94960,866,220
94960,1507,300
94960,12262,1250
94960,92608,1770
94965,91460,2960
94965,166,50
94965,596,120
94965,1121,220
94965,1963,330
94965,11859,1060
94965,75755,1180
95003,78361,5030
95003,319,110
95003,539,220
95003,1745,490
95003,3319,680
95003,18165,2090
95003,54274,1440
95004,6321,660
95004,76,50
95004,373,100
95004,431,100
95004,2391,300
95004,3050,110
95005,11876,1190
95005,50,30
95005,138,70
95005,380,140
95005,742,160
95005,4485,550
95005,6081,240
95006,18532,1860
95006,72,40
95006,269,110
95006,754,230
95006,1362,290
95006,7321,850
95006,8754,340
95008,180069,9840
95008,413,130
95008,644,320
95008,2236,680
95008,6175,1100
95008,36660,3760
95008,133941,3850
95010,23663,1640
95010,119,40
95010,350,110
95010,702,230
95010,1609,270
95010,5881,650
95010,15002,340
95012,3192,590
95012,140,110
95012,416,160
95012,433,130
95012,1200,150
95012,1003,40
95014,441524,14550
95014,574,160
95014,1227,300
95014,2092,540
95014,5050,900
95014,43945,4150
95014,388636,8500
95017,1725,90
95017,59,20
95017,123,20
95017,264,30
95017,1279,20
95018,16113,1540
95018,115,40
95018,160,100
95018,603,190
95018,1100,250
95018,5832,700
95018,8303,260
95019,2812,500
95019,95,80
95019,335,140
95019,340,100
95019,1005,150
95019,1037,30
95020,118010,9450
95020,622,150
95020,1037,490
95020,3209,1010
95020,5724,1280
95020,35347,4230
95020,72071,2290
95023,66500,7100
95023,180,140
95023,1136,570
95023,2939,1050
95023,5452,1280
95023,24072,3150
95023,32721,910
95030,347094,3940
95030,245,60
95030,572,90
95030,695,140
95030,1396,230
95030,10255,970
95030,333931,2450
95032,319409,7100
95032,347,110
95032,448,140
95032,1497,320
95032,2958,530
95032,19674,1970
95032,294485,4030
95033,61295,2220
95033,66,30
95033,300,60
95033,344,100
95033,1120,190
95033,7527,730
95033,51938,1110
95035,187651,13590
95035,370,190
95035,1294,620
95035,3449,1120
95035,8029,1610
95035,52031,5520
95035,122478,4530
95037,175302,9900
95037,587,130
95037,992,350
95037,2231,720
95037,5306,1050
95037,36594,4060
95037,129592,3590
95039,1324,160
95039,114,50
95039,140,30
95039,1070,80
95043,909,70
95043,103,30
95043,806,40
95045,7473,600
95045,114,60
95045,214,60
95045,396,90
95045,2225,280
95045,4524,110
95046,23765,990
95046,250,80
95046,335,100
95046,598,130
95046,3082,380
95046,19500,300
95050,94747,6410
95050,231,60
95050,558,270
95050,1805,500
95050,4281,800
95050,27159,2740
95050,60713,2040
95051,195699,12340
95051,256,140
95051,1069,410
95051,2719,830
95051,6910,1270
95051,48868,4890
95051,135877,4800
95054,112478,5610
95054,74,40
95054,343,140
95054,956,270
95054,2675,480
95054,21513,2070
95054,86917,2610
95060,121351,6350
95060,619,130
95060,849,360
95060,2331,610
95060,4064,760
95060,22969,2490
95060,90519,2000
95062,63841,5110
95062,263,120
95062,852,330
95062,2323,650
95062,4156,820
95062,18605,2130
95062,37642,1060
95064,1445,150
95064,170,40
95064,618,80
95064,657,30
95065,23352,1500
95065,45,20
95065,172,60
95065,490,150
95065,913,190
95065,5576,630
95065,16156,450
95066,55724,3230
95066,300,60
95066,321,110
95066,846,250
95066,1748,360
95066,11509,1280
95066,41000,1170
95070,558498,9420
95070,526,140
95070,745,200
95070,1823,340
95070,3637,510
95070,24777,2350
95070,526990,5880
95073,30414,1960
95073,118,60
95073,223,110
95073,669,190
95073,1313,270
95073,6840,770
95073,21251,560
95075,1386,120
95075,114,40
95075,428,50
95075,844,30
95076,68220,6630
95076,522,180
95076,1432,720
95076,3141,1190
95076,4894,1260
95076,18803,2470
95076,39428,810
95110,40234,2870
95110,81,50
95110,365,180
95110,1099,350
95110,2360,450
95110,11938,1200
95110,24391,640
95111,38979,5770
95111,134,120
95111,1070,710
95111,3040,1120
95111,4681,1120
95111,17018,2140
95111,13036,560
95112,66911,5790
95112,311,110
95112,938,420
95112,2193,680
95112,4998,930
95112,23546,2430
95112,34925,1220
95113,16035,650
95113,85,40
95113,144,40
95113,335,50
95113,3070,280
95113,12401,240
95116,23288,3680
95116,122,90
95116,832,590
95116,2209,790
95116,3480,790
95116,9397,1170
95116,7248,250
95117,56500,3890
95117,108,70
95117,414,230
95117,1084,350
95117,2503,470
95117,14652,1500
95117,37739,1270
95118,85218,6360
95118,126,60
95118,574,270
95118,1507,490
95118,3569,750
95118,23681,2610
95118,55761,2180
95119,23522,2090
95119,40,30
95119,120,90
95119,567,170
95119,1171,260
95119,8415,960
95119,13209,580
95120,258121,10170
95120,306,120
95120,567,180
95120,1460,380
95120,3234,610
95120,29236,3120
95120,223318,5760
95121,51403,5270
95121,111,90
95121,672,430
95121,2151,780
95121,4239,970
95121,17462,2080
95121,26768,920
95122,20327,4250
95122,184,130
95122,1053,720
95122,2694,1050
95122,3852,940
95122,9059,1220
95122,3485,190
95123,134635,12400
95123,569,170
95123,1310,700
95123,3906,1280
95123,8725,1790
95123,47707,5390
95123,72418,3070
95124,200361,11090
95124,470,120
95124,786,370
95124,2135,680
95124,4814,950
95124,36861,4010
95124,155295,4960
95125,277066,11810
95125,362,140
95125,740,360
95125,2759,770
95125,5902,1110
95125,39113,4000
95125,228190,5430
95126,113213,6450
95126,248,100
95126,557,300
95126,1697,500
95126,4328,790
95126,26948,2650
95126,79435,2110
95127,68284,7800
95127,318,190
95127,1389,780
95127,3752,1370
95127,6122,1420
95127,23619,2910
95127,33084,1130
95128,84867,5710
95128,241,80
95128,558,280
95128,1620,510
95128,4216,770
95128,22360,2300
95128,55872,1770
95129,183278,8400
95129,271,110
95129,521,210
95129,1249,370
95129,3350,660
95129,27007,2720
95129,150880,4330
95130,44898,2540
95130,51,30
95130,156,100
95130,499,150
95130,1095,230
95130,8549,890
95130,34548,1140
95131,78852,5970
95131,104,70
95131,565,280
95131,1444,480
95131,3812,750
95131,24424,2560
95131,48503,1830
95132,85612,7350
95132,288,110
95132,839,410
95132,2127,750
95132,4308,940
95132,27638,3120
95132,50412,2020
95133,41998,4150
95133,118,70
95133,446,270
95133,1445,480
95133,3006,630
95133,16004,1790
95133,20979,910
95134,98014,6530
95134,100,30
95134,177,100
95134,953,230
95134,3888,640
95134,34437,3150
95134,58459,2380
95135,100509,5160
95135,187,60
95135,769,150
95135,1065,290
95135,2122,440
95135,15225,1710
95135,81141,2510
95136,88641,7890
95136,246,100
95136,824,380
95136,2267,720
95136,5596,1130
95136,31420,3470
95136,48288,2090
95138,130220,4390
95138,118,40
95138,577,120
95138,908,270
95138,2140,410
95138,14145,1430
95138,112332,2120
95139,16386,1490
95139,97,70
95139,352,120
95139,831,170
95139,6399,750
95139,8707,380
95140,1838,70
95140,286,40
95140,1552,30
95148,92747,7830
95148,276,120
95148,855,450
95148,2529,810
95148,5095,1120
95148,26902,3210
95148,57090,2120
95202,1002,120
95202,65,40
95202,135,40
95202,802,40
95203,4446,740
95203,273,140
95203,555,210
95203,622,150
95203,1504,200
95203,1492,40
95204,19057,2630
95204,160,90
95204,601,430
95204,1713,610
95204,2119,490
95204,6211,790
95204,8253,220
95205,3703,1070
95205,40,60
95205,417,280
95205,872,350
95205,838,190
95205,1536,190
95206,15233,3930
95206,137,170
95206,1063,810
95206,2733,1120
95206,3103,830
95206,6316,930
95206,1881,70
95207,27149,3440
95207,128,90
95207,772,500
