"ZIP
code [1]",State and local income taxes,
,Number of returns,Amount
93307,"3,050","11,787"
93307,140,74
93307,820,1018
93307,950,2250
93307,580,2081
93307,490,3079
93307,70,3285
,,
93308,"4,680","38,463"
93308,110,203
93308,580,874
93308,890,2441
93308,980,4180
93308,1680,13082
93308,440,17683
,,
93309,"5,000","46,208"
93309,150,203
93309,750,1111
93309,1100,2870
93309,980,3908
93309,1520,11279
93309,500,26837
,,
93311,"8,100","98,164"
93311,140,328
93311,580,996
93311,1170,3246
93311,1490,6092
93311,3200,24617
93311,1520,62885
,,
93312,"10,470","85,429"
93312,160,259
93312,690,1081
93312,1550,4198
93312,2010,8072
93312,4850,36101
93312,1210,35718
,,
93313,"5,910","29,304"
93313,160,161
93313,890,1342
93313,1530,3968
93313,1390,5176
93313,1730,11645
93313,210,7012
,,
93314,"6,140","70,364"
93314,70,207
93314,290,602
93314,640,1787
93314,980,4251
93314,3030,23341
93314,1130,40176
,,
93401,"4,340","67,245"
93401,80,239
93401,230,538
93401,440,1426
93401,630,3507
93401,1870,15981
93401,1090,45554
,,
93402,"2,070","15,037"
93402,50,84
93402,180,267
93402,340,960
93402,420,1680
93402,860,6287
93402,220,5759
,,
93405,"2,080","26,508"
93405,60,143
93405,90,229
93405,230,878
93405,300,1300
93405,920,7402
93405,480,16556
,,
93420,"4,740","57,965"
93420,110,312
93420,280,550
93420,510,1477
93420,720,2901
93420,2130,17073
93420,990,35652
,,
93422,"4,710","37,127"
93422,80,151
93422,360,632
93422,740,2031
93422,880,3582
93422,2100,15699
93422,550,15032
,,
93426,120,"1,222"
93426,**,**
93426,**,**
93426,30,91
93426,30,119
93426,40,283
93426,20,729
,,
93427,870,"8,583"
93427,**,**
93427,90,209
93427,110,324
93427,140,593
93427,400,2984
93427,130,4473
,,
93428,960,"9,561"
93428,30,58
93428,70,166
93428,130,319
93428,150,581
93428,380,2713
93428,200,5724
,,
93430,470,"6,291"
93430,**,**
93430,40,137
93430,50,222
93430,70,404
93430,200,1667
93430,110,3861
,,
93432,200,"2,557"
93432,**,**
93432,**,**
93432,50,137
93432,30,119
93432,80,624
93432,40,1677
,,
93433,"1,420","10,111"
93433,40,40
93433,140,332
93433,240,646
93433,300,1300
93433,560,4218
93433,140,3575
,,
93434,300,"1,438"
93434,**,**
93434,60,80
93434,90,213
93434,70,279
93434,80,866
93434,**,**
,,
93436,"5,100","30,823"
93436,110,144
93436,540,815
93436,1010,2602
93436,1080,4338
93436,2000,14197
93436,360,8727
,,
93437,40,196
93437,**,**
93437,**,**
93437,**,**
93437,40,196
93437,**,**
93437,**,**
,,
93442,"1,360","11,475"
93442,30,70
93442,120,212
93442,190,606
93442,240,1012
93442,580,4511
93442,200,5064
,,
93444,"3,300","31,419"
93444,70,137
93444,270,528
93444,430,1178
93444,570,2340
93444,1440,10847
93444,520,16389
,,
93445,530,"2,620"
93445,**,**
93445,100,154
93445,110,326
93445,130,531
93445,170,1275
93445,20,334
,,
93446,"5,730","47,793"
93446,140,330
93446,490,931
93446,920,2599
93446,1090,4329
93446,2400,17513
93446,690,22091
,,
93449,"1,540","21,538"
93449,30,83
93449,100,270
93449,160,515
93449,210,965
93449,630,5219
93449,410,14486
,,
93450,40,"1,084"
93450,**,**
93450,**,**
93450,40,1084
93450,**,**
93450,**,**
93450,**,**
,,
93451,430,"2,356"
93451,**,**
93451,70,112
93451,100,249
93451,90,340
93451,140,940
93451,30,715
,,
93452,30,163
93452,0,0
93452,**,**
93452,**,**
93452,30,163
93452,**,**
93452,**,**
,,
93453,370,"3,046"
93453,**,**
93453,40,84
93453,70,183
93453,70,275
93453,160,1239
93453,30,1265
,,
93454,"3,090","21,768"
93454,90,93
93454,410,620
93454,710,1724
93454,700,2709
93454,980,6768
93454,200,9854
,,
93455,"6,750","58,679"
93455,140,209
93455,500,806
93455,1010,2767
93455,1350,5368
93455,2970,21519
93455,780,28010
,,
93458,"2,390","9,399"
93458,80,98
93458,440,550
93458,610,1417
93458,580,1990
93458,630,4037
93458,50,1307
,,
93460,"1,000","20,714"
93460,20,50
93460,60,238
93460,90,282
93460,120,553
93460,420,3642
93460,290,15949
,,
93461,90,420
93461,**,**
93461,**,**
93461,70,140
93461,**,**
93461,20,280
93461,**,**
,,
93463,"1,370","24,492"
93463,**,**
93463,100,210
93463,120,493
93463,190,917
93463,570,4582
93463,390,18290
,,
93465,"1,700","22,143"
93465,30,56
93465,90,223
93465,210,657
93465,260,1133
93465,750,5710
93465,360,14364
,,
93501,230,"1,280"
93501,**,**
93501,40,68
93501,40,147
93501,50,224
93501,100,841
93501,**,**
,,
93505,700,"3,650"
93505,20,14
93505,90,147
93505,140,416
93505,160,659
93505,260,1898
93505,30,516
,,
93510,"1,620","15,437"
93510,30,77
93510,100,191
93510,190,596
93510,270,1358
93510,780,6272
93510,250,6943
,,
93513,160,891
93513,20,20
93513,**,**
93513,20,59
93513,40,170
93513,80,642
93513,**,**
,,
93514,"1,450","11,913"
93514,40,80
93514,100,222
93514,200,519
93514,300,1208
93514,640,4567
93514,170,5317
,,
93516,80,492
93516,**,**
93516,30,64
93516,**,**
93516,20,133
93516,30,295
93516,**,**
,,
93517,70,351
93517,0,0
93517,**,**
93517,40,94
93517,**,**
93517,30,257
93517,**,**
,,
93518,110,638
93518,**,**
93518,**,**
93518,60,171
93518,**,**
93518,50,467
93518,**,**
,,
93523,170,878
93523,**,**
93523,**,**
93523,50,175
93523,50,172
93523,70,531
93523,**,**
,,
93526,60,401
93526,0,0
93526,**,**
93526,30,96
93526,**,**
93526,30,305
93526,**,**
,,
93527,230,"1,609"
93527,**,**
93527,**,**
93527,60,159
93527,40,176
93527,130,1274
93527,**,**
,,
93531,130,"1,780"
93531,20,81
93531,**,**
93531,**,**
93531,20,106
93531,60,507
93531,30,1086
,,
93532,420,"2,607"
93532,**,**
93532,60,91
93532,90,271
93532,90,374
93532,160,1247
93532,20,624
,,
93534,"2,800","12,937"
93534,150,129
93534,660,881
93534,650,1642
93534,540,2257
93534,680,4871
93534,120,3157
,,
93535,"5,390","19,517"
93535,280,370
93535,1330,1846
93535,1450,3555
93535,1070,4158
93535,1150,7654
93535,110,1934
,,
93536,"10,390","67,410"
93536,230,344
93536,930,1538
93536,1730,4767
93536,2250,9204
93536,4400,32509
93536,850,19048
,,
93543,970,"4,181"
93543,50,27
93543,190,305
93543,230,591
93543,200,782
93543,270,1939
93543,30,537
,,
93544,110,557
93544,**,**
93544,**,**
93544,40,73
93544,30,104
93544,40,380
93544,**,**
,,
93545,160,"1,152"
93545,**,**
93545,**,**
93545,40,79
93545,40,138
93545,80,935
93545,**,**
,,
93546,960,"10,708"
93546,40,56
93546,100,188
93546,130,508
93546,140,604
93546,380,2965
93546,170,6387
,,
93550,"5,120","18,117"
93550,240,179
93550,1280,1660
93550,1470,3572
93550,1030,4016
93550,1000,6825
93550,100,1865
,,
93551,"9,070","68,714"
93551,200,313
93551,770,1370
93551,1390,3653
93551,1730,7214
93551,3930,29834
93551,1050,26330
,,
93552,"4,060","14,255"
93552,160,105
93552,910,1192
93552,1150,2702
93552,870,3268
93552,910,6042
93552,60,946
,,
93553,190,"1,116"
93553,**,**
93553,20,31
93553,40,103
93553,40,178
93553,90,804
93553,**,**
,,
93555,"3,890","25,864"
93555,50,58
93555,260,544
93555,620,1889
93555,790,3487
93555,1820,13716
93555,350,6170
,,
93560,"2,240","11,537"
93560,60,100
93560,350,570
93560,460,1298
93560,470,1994
93560,810,6058
93560,90,1517
,,
93561,"3,880","25,734"
93561,70,77
93561,250,473
93561,640,1719
93561,790,3266
93561,1800,13119
93561,330,7080
,,
93562,60,342
93562,0,0
93562,20,51
93562,**,**
93562,20,109
93562,20,182
93562,**,**
,,
93591,370,"1,304"
93591,20,7
93591,100,146
93591,100,251
93591,80,333
93591,70,567
93591,**,**
,,
93601,200,"1,637"
93601,20,41
93601,**,**
93601,30,75
93601,40,193
93601,90,661
93601,20,667
,,
93602,400,"2,792"
93602,**,**
93602,40,52
93602,60,162
93602,80,312
93602,180,1228
93602,40,1038
,,
93604,90,930
93604,**,**
93604,**,**
93604,30,76
93604,**,**
93604,40,337
93604,20,517
,,
93608,0,0
93608,0,0
93608,0,0
93608,0,0
93608,0,0
93608,0,0
93608,0,0
,,
93609,260,"10,157"
93609,**,**
93609,50,139
93609,60,130
93609,60,256
93609,70,549
93609,20,9083
,,
93610,"1,050","11,129"
93610,30,69
93610,130,218
93610,190,547
93610,200,849
93610,390,2961
93610,110,6485
,,
93611,"7,330","58,944"
93611,120,177
93611,500,955
93611,1050,3143
93611,1370,5517
93611,3430,25306
93611,860,23846
,,
93612,"2,100","11,294"
93612,90,93
93612,390,570
93612,460,1217
93612,430,1724
93612,640,4520
93612,90,3170
,,
93614,"1,430","10,194"
93614,40,37
93614,120,199
93614,220,553
93614,300,1159
93614,600,4183
93614,150,4063
,,
93615,70,471
93615,**,**
93615,**,**
93615,50,152
93615,**,**
93615,20,319
93615,**,**
,,
93616,70,359
93616,**,**
93616,20,36
93616,30,123
93616,**,**
93616,20,200
93616,**,**
,,
93618,"1,340","7,083"
93618,40,48
93618,270,350
93618,320,785
93618,270,956
93618,360,2538
93618,80,2406
,,
93619,"8,600","105,334"
93619,100,439
93619,380,728
93619,950,2626
93619,1240,5207
93619,4040,31083
93619,1890,65251
,,
93620,480,"5,477"
93620,20,30
93620,70,91
93620,120,322
93620,90,341
93620,130,1056
93620,50,3637
,,
93621,30,132
93621,**,**
93621,**,**
93621,30,132
93621,**,**
93621,**,**
93621,**,**
,,
93622,340,"6,142"
93622,**,**
93622,70,80
93622,80,200
93622,60,338
93622,80,623
93622,50,4901
,,
93625,740,"4,905"
93625,20,18
93625,100,142
93625,160,454
93625,120,498
93625,290,2212
93625,50,1581
,,
93626,380,"8,439"
93626,20,56
93626,**,**
93626,40,89
93626,50,192
93626,170,1263
93626,100,6839
,,
93628,0,0
93628,0,0
93628,0,0
93628,0,0
93628,0,0
93628,0,0
93628,0,0
,,
93630,"1,020","10,220"
93630,40,61
93630,170,291
93630,220,516
93630,200,908
93630,290,2322
93630,100,6122
,,
93631,"1,840","23,120"
93631,40,74
93631,170,270
93631,300,1086
93631,290,1376
93631,760,5667
93631,280,14647
,,
93635,"3,430","21,517"
93635,80,99
93635,440,768
93635,830,2113
93635,830,3254
93635,1070,7816
93635,180,7467
,,
93636,"1,830","16,888"
93636,30,52
93636,150,266
93636,270,782
93636,360,1349
93636,810,6089
93636,210,8350
,,
93637,"2,920","30,456"
93637,90,137
93637,470,729
93637,670,1897
93637,540,2283
93637,900,6901
93637,250,18509
,,
93638,"1,810","7,370"
93638,80,63
93638,430,544
93638,470,1248
93638,350,1241
93638,420,2846
93638,60,1428
,,
93640,120,633
93640,**,**
93640,50,53
93640,50,118
93640,**,**
93640,20,462
93640,**,**
,,
93641,30,242
93641,0,0
93641,**,**
93641,**,**
93641,30,242
93641,**,**
93641,**,**
,,
93643,290,"1,796"
93643,**,**
93643,40,44
93643,50,137
93643,60,177
93643,110,778
93643,30,660
,,
93644,860,"7,549"
93644,30,57
93644,100,159
93644,130,350
93644,150,588
93644,340,2426
93644,110,3969
,,
93645,40,760
93645,0,0
93645,**,**
93645,**,**
93645,**,**
93645,40,760
93645,**,**
,,
93646,160,"1,061"
93646,**,**
93646,60,64
93646,40,151
93646,20,58
93646,40,788
93646,**,**
,,
93647,220,911
93647,**,**
93647,80,85
93647,50,111
93647,40,124
93647,50,591
93647,**,**
,,
93648,360,"2,040"
93648,**,**
93648,140,179
93648,100,215
93648,50,177
93648,70,1469
93648,**,**
,,
93650,140,"2,122"
93650,**,**
93650,30,31
93650,30,78
93650,30,100
93650,50,1913
93650,**,**
,,
93651,290,"2,607"
93651,**,**
93651,**,**
93651,40,113
93651,50,229
93651,160,1205
93651,40,1060
,,
93652,0,0
93652,0,0
93652,0,0
93652,0,0
93652,0,0
93652,0,0
93652,0,0
,,
93653,120,697
93653,**,**
93653,40,95
93653,**,**
93653,30,109
93653,50,493
93653,**,**
,,
93654,"1,950","14,678"
93654,60,62
93654,270,390
93654,360,945
93654,420,1620
93654,700,5079
93654,140,6582
,,
93656,240,"1,903"
93656,**,**
93656,60,110
93656,60,168
93656,30,110
93656,70,704
93656,20,811
,,
93657,"2,810","22,860"
93657,90,109
93657,410,631
93657,600,1835
93657,520,1946
93657,940,6632
93657,250,11707
,,
93660,60,232
93660,**,**
93660,40,59
93660,**,**
93660,20,173
93660,**,**
93660,**,**
,,
93662,"1,560","9,600"
93662,70,118
93662,310,428
93662,360,885
93662,320,1114
93662,420,3035
93662,80,4020
,,
93664,150,"1,645"
93664,0,0
93664,**,**
93664,40,117
93664,**,**
93664,80,577
93664,30,951
,,
93667,280,"1,815"
93667,**,**
93667,30,34
93667,40,97
93667,60,213
93667,120,805
93667,30,666
,,
93668,60,881
93668,0,0
93668,**,**
93668,40,147
93668,**,**
93668,20,734
93668,**,**
,,
93669,0,0
93669,0,0
93669,0,0
93669,0,0
93669,0,0
93669,0,0
93669,0,0
,,
93675,300,"1,501"
93675,**,**
93675,50,91
93675,60,165
93675,80,340
93675,110,905
93675,**,**
,,
93701,130,565
93701,**,**
93701,60,55
93701,50,149
93701,**,**
93701,20,361
93701,**,**
,,
93702,680,"1,651"
93702,70,20
93702,270,272
93702,160,336
93702,90,297
93702,90,726
93702,**,**
,,
93703,890,"2,788"
93703,70,71
93703,310,406
93703,240,604
93703,140,487
93703,130,1220
93703,**,**
,,
93704,"2,920","34,103"
93704,80,166
93704,360,776
93704,540,1683
93704,540,2510
93704,1020,8181
93704,380,20787
,,
93705,"1,550","5,912"
93705,60,36
93705,390,553
93705,440,1141
93705,320,1306
93705,310,2149
93705,30,727
,,
93706,960,"8,439"
93706,70,75
93706,210,412
93706,210,611
93706,150,734
93706,240,2139
93706,80,4468
,,
93710,"2,390","12,148"
93710,80,74
93710,370,513
93710,550,1515
93710,530,2299
93710,730,5086
93710,130,2661
,,
93711,"6,570","122,512"
93711,120,278
93711,430,954
93711,780,2980
93711,960,4568
93711,2550,20979
93711,1730,92753
,,
93720,"7,710","80,839"
93720,120,203
93720,470,1012
93720,1010,3019
93720,1330,5615
93720,3410,27110
93720,1370,43880
,,
93721,140,"2,045"
93721,**,**
93721,30,74
93721,30,91
93721,20,122
93721,40,386
93721,20,1372
,,
93722,"7,250","40,605"
93722,240,189
93722,1210,1718
93722,1720,4462
93722,1460,5817
93722,2250,15783
93722,370,12636
,,
93723,"1,410","11,071"
93723,40,78
93723,140,297
93723,240,678
93723,270,1177
93723,590,4118
93723,130,4723
,,
93725,"1,000","9,102"
93725,70,52
93725,260,394
93725,250,574
93725,160,798
93725,190,1448
93725,70,5836
,,
93726,"1,860","6,867"
93726,110,88
93726,520,722
93726,540,1485
93726,340,1337
93726,310,2260
93726,40,975
,,
93727,"5,860","36,466"
93727,170,164
93727,930,1365
93727,1470,3741
93727,1260,4688
93727,1770,11910
93727,260,14598
,,
93728,730,"3,103"
93728,30,17
93728,190,277
93728,190,571
93728,140,605
93728,150,1082
93728,30,551
,,
93730,"2,780","55,262"
93730,40,82
93730,100,256
93730,210,637
93730,350,1610
93730,1040,8738
93730,1040,43939
,,
93901,"3,040","26,976"
93901,60,206
93901,240,444
93901,460,1346
93901,580,2573
93901,1270,9945
93901,430,12462
,,
93905,"2,580","9,862"
93905,70,53
93905,460,671
93905,710,1542
93905,610,1982
93905,670,4267
93905,60,1347
,,
93906,"5,190","26,443"
93906,100,108
93906,650,925
93906,1180,3008
93906,1110,4210
93906,1860,12897
93906,290,5295
,,
93907,"2,900","22,268"
93907,60,47
93907,230,380
93907,420,1298
93907,560,2294
93907,1270,9688
93907,360,8561
,,
93908,"2,950","61,635"
93908,50,228
93908,90,328
93908,210,577
93908,260,1749
93908,1230,10421
93908,1110,48332
,,
93920,80,"1,227"
93920,**,**
93920,**,**
93920,40,111
93920,**,**
93920,40,1116
93920,**,**
,,
93923,"2,430","69,227"
93923,50,102
93923,90,216
93923,180,664
93923,250,1505
93923,860,8063
93923,1000,58677
,,
93924,"1,250","29,346"
93924,40,100
93924,60,145
93924,110,529
93924,140,730
93924,460,4177
93924,440,23665
,,
93925,100,796
93925,0,0
93925,**,**
93925,50,130
93925,**,**
93925,50,666
93925,**,**
,,
93926,790,"4,861"
93926,**,**
93926,120,165
93926,200,492
93926,190,671
93926,230,1508
93926,50,2025
,,
93927,960,"4,617"
93927,20,32
93927,180,226
93927,250,662
93927,230,814
93927,230,1418
93927,50,1465
,,
93930,960,"6,683"
93930,30,28
93930,120,163
93930,210,590
93930,210,853
93930,300,2210
93930,90,2839
,,
93933,"2,290","15,675"
93933,50,47
93933,210,419
93933,370,995
93933,420,1947
93933,1020,7800
93933,220,4467
,,
93940,"4,320","80,954"
93940,90,182
93940,280,626
93940,520,1689
93940,670,3264
93940,1700,14452
93940,1060,60741
,,
93950,"2,490","29,007"
93950,50,156
93950,150,324
93950,290,1044
93950,360,1726
93950,1070,8914
93950,570,16843
,,
93953,"1,110","49,255"
93953,**,**
93953,60,164
93953,60,271
93953,100,534
93953,350,3416
93953,540,44870
,,
93955,"2,430","15,164"
93955,80,88
93955,310,478
93955,500,1263
93955,460,1938
93955,890,6827
93955,190,4570
,,
93960,"1,410","9,009"
93960,30,17
93960,200,289
93960,330,866
93960,320,1171
93960,460,2923
93960,70,3743
,,
94002,"6,780","162,333"
94002,100,258
94002,160,603
94002,320,1449
94002,550,3169
94002,2300,22038
94002,3350,134816
,,
94005,"1,330","22,216"
94005,**,**
94005,70,131
94005,110,384
94005,150,773
94005,490,4794
94005,510,16134
,,
94010,"10,730","798,558"
94010,210,1223
94010,240,1173
94010,450,2104
94010,780,4787
94010,2880,30711
94010,6170,758560
,,
94014,"5,890","42,788"
94014,120,175
94014,640,1386
94014,1020,2794
94014,1090,4832
94014,2440,20093
94014,580,13508
,,
94015,"9,130","77,454"
94015,160,266
94015,770,1280
94015,1240,3746
94015,1570,7478
94015,4090,34733
94015,1300,29951
,,
94019,"3,200","83,374"
94019,50,141
94019,120,352
94019,210,671
94019,320,1542
94019,1170,10779
94019,1330,69889
,,
94020,360,"6,866"
94020,**,**
94020,**,**
94020,40,93
94020,40,141
94020,150,1471
94020,130,5161
,,
94021,30,453
94021,0,0
94021,**,**
94021,**,**
94021,**,**
94021,30,453
94021,**,**
,,
94022,"6,280","634,391"
94022,120,435
94022,110,507
94022,180,1646
94022,320,2280
94022,1330,14958
94022,4220,614565
,,
94024,"6,860","489,373"
94024,100,376
94024,100,607
94024,200,824
94024,340,2352
94024,1480,14915
94024,4640,470299
,,
94025,"10,380","693,262"
94025,180,907
94025,280,1131
94025,470,2364
94025,720,3969
94025,2800,29726
94025,5930,655165
,,
94027,"2,130","604,064"
94027,80,241
94027,50,330
94027,70,714
94027,90,1099
94027,340,4765
94027,1500,596915
,,
94028,"2,200","232,209"
94028,50,293
94028,30,205
94028,40,273
94028,110,849
94028,430,4551
94028,1540,226038
,,
94030,"4,920","89,308"
94030,70,422
94030,160,388
94030,380,1398
94030,510,2726
94030,1970,18557
94030,1830,65817
,,
94038,580,"9,251"
94038,20,70
94038,**,**
94038,50,169
94038,60,309
94038,230,2111
94038,220,6592
,,
94040,"7,980","232,119"
94040,80,281
94040,180,442
94040,310,1401
94040,600,3876
94040,2780,30819
94040,4030,195300
,,
94041,"3,810","110,340"
94041,40,76
94041,80,199
94041,140,705
94041,290,1804
94041,1410,15671
94041,1850,91885
,,
94043,"8,040","170,817"
94043,80,139
94043,210,740
94043,370,1315
94043,690,4200
94043,3100,33937
94043,3590,130486
,,
94044,"8,520","103,419"
94044,120,314
94044,360,833
94044,740,2390
94044,1120,5994
94044,4070,35511
94044,2110,58377
,,
94060,130,"1,914"
94060,**,**
94060,**,**
94060,30,109
94060,20,175
94060,50,484
94060,30,1146
,,
94061,"6,900","139,934"
94061,90,276
94061,250,764
94061,500,2009
94061,730,3795
94061,2620,25764
94061,2710,107326
,,
94062,"7,220","522,029"
94062,140,563
94062,180,858
94062,310,1586
94062,540,3131
94062,2020,21511
94062,4030,494380
,,
94063,"3,820","61,191"
94063,50,112
94063,230,366
94063,410,1271
94063,530,2753
94063,1570,15697
94063,1030,40992
,,
94065,"3,680","149,562"
94065,40,136
94065,70,247
94065,150,591
94065,260,1454
94065,1250,12677
94065,1910,134457
,,
94066,"8,040","93,584"
94066,120,372
94066,480,883
94066,990,3057
94066,1220,6096
94066,3450,30666
94066,1780,52510
,,
94070,"8,810","284,046"
94070,90,438
94070,210,644
94070,400,1747
94070,650,3404
94070,2700,26939
94070,4760,250874
,,
94074,30,383
94074,0,0
94074,0,0
94074,**,**
94074,**,**
94074,30,383
94074,**,**
,,
94080,"11,040","121,959"
94080,140,323
94080,690,1318
94080,1350,4079
94080,1640,7932
94080,4930,42855
94080,2290,65452
,,
94085,"4,750","70,637"
94085,50,67
94085,140,313
94085,320,1042
94085,570,3208
94085,2040,21856
94085,1630,44151
,,
94086,"10,150","181,507"
94086,100,208
94086,280,854
94086,480,1662
94086,1010,6146
94086,4040,43267
94086,4240,129370
,,
94087,"12,810","313,915"
94087,100,293
94087,260,1214
94087,520,1778
94087,870,4831
94087,3960,40278
94087,7100,265521
,,
94089,"4,300","61,363"
94089,40,74
94089,190,348
94089,380,1218
94089,530,2756
94089,1850,18501
94089,1310,38466
,,
94102,"4,780","97,264"
94102,70,301
94102,170,414
94102,350,1418
94102,600,4081
94102,2300,26249
94102,1290,64801
,,
94103,"6,040","124,624"
94103,80,312
94103,210,709
94103,400,1602
94103,760,5162
94103,2870,32704
94103,1720,84135
,,
94104,660,"151,921"
94104,30,136
94104,20,176
94104,30,146
94104,60,465
94104,180,2232
94104,340,148766
,,
94105,"4,630","193,425"
94105,40,165
94105,90,366
94105,160,693
94105,380,2535
94105,1870,22714
94105,2090,166952
,,
94107,"9,820","253,865"
94107,100,366
94107,190,717
94107,490,2344
94107,960,6159
94107,4130,47445
94107,3950,196834
,,
94108,"2,210","72,135"
94108,**,**
94108,90,377
94108,110,566
94108,340,2217
94108,1050,11840
94108,620,57135
,,
94109,"14,110","366,547"
94109,150,782
94109,370,1096
94109,680,3317
94109,1960,12909
94109,6590,75136
94109,4360,273307
,,
94110,"14,370","329,268"
94110,170,676
94110,500,1327
94110,920,3656
94110,1790,11285
94110,6040,67139
94110,4950,245185
,,
94111,"1,510","187,042"
94111,20,96
94111,40,182
94111,50,234
94111,100,608
94111,510,6186
94111,790,179736
,,
94112,"9,960","91,977"
94112,240,385
94112,940,1582
94112,1540,4474
94112,1740,8357
94112,3860,33373
94112,1640,43806
,,
94114,"11,500","389,145"
94114,130,476
94114,280,1068
94114,520,2329
94114,1230,8129
94114,4490,51250
94114,4850,325893
,,
94115,"9,240","427,093"
94115,140,836
94115,260,853
94115,490,2380
94115,1100,7179
94115,3850,43872
94115,3400,371973
,,
94116,"8,220","130,802"
94116,110,196
94116,360,730
94116,730,2484
94116,1120,6122
94116,3320,31109
94116,2580,90161
,,
94117,"10,740","285,952"
94117,140,612
94117,260,878
94117,510,2333
94117,1370,9390
94117,4760,52853
94117,3700,219886
,,
94118,"8,310","476,694"
94118,130,532
94118,260,900
94118,470,2017
94118,1030,6855
94118,3040,33029
94118,3380,433361
,,
94121,"7,130","239,066"
94121,130,576
94121,290,799
94121,560,2199
94121,1000,5882
94121,2730,27718
94121,2420,201892
,,
94122,"10,430","159,120"
94122,150,423
94122,430,1122
94122,860,3503
94122,1430,8418
94122,4530,44141
94122,3030,101513
,,
94123,"9,350","490,653"
94123,110,520
94123,170,718
94123,330,2007
94123,1080,7608
94123,3900,45411
94123,3760,434389
,,
94124,"3,640","29,589"
94124,120,166
94124,490,868
94124,730,2146
94124,680,3133
94124,1210,10447
94124,410,12829
,,
94127,"5,640","149,385"
94127,90,253
94127,140,427
94127,320,1522
94127,510,2794
94127,1830,18185
94127,2750,126204
,,
94129,780,"68,072"
94129,**,**
94129,40,125
94129,40,228
94129,100,785
94129,260,3364
94129,340,63570
,,
94130,80,609
94130,**,**
94130,**,**
94130,40,135
94130,**,**
94130,40,474
94130,**,**
,,
94131,"8,360","222,260"
94131,110,519
94131,270,752
94131,530,2393
94131,870,5109
94131,3110,33542
94131,3470,179945
,,
94132,"4,070","55,570"
94132,70,79
94132,210,378
94132,440,1484
94132,600,3134
94132,1630,15171
94132,1120,35324
,,
94133,"4,960","159,235"
94133,70,567
94133,150,506
94133,250,1198
94133,670,4395
94133,2190,24667
94133,1630,127902
,,
94134,"4,680","37,933"
94134,110,111
94134,520,897
94134,840,2469
94134,830,3847
94134,1780,15141
94134,600,15468
,,
94158,"2,480","53,402"
94158,**,**
94158,60,142
94158,100,433
94158,210,1493
94158,1080,12390
94158,1030,38944
,,
94301,"5,130","1,307,531"
94301,90,325
94301,90,848
94301,160,694
94301,270,1952
94301,1380,16133
94301,3140,1287579
,,
94303,"7,300","607,598"
94303,130,511
94303,430,797
94303,700,2197
94303,720,3665
94303,2010,18949
94303,3310,581479
,,
94304,"1,050","129,344"
94304,30,148
94304,**,**
94304,30,153
94304,70,470
94304,330,4231
94304,590,124342
,,
94305,"1,170","62,807"
94305,**,**
94305,30,45
94305,30,146
94305,70,430
94305,260,2932
94305,780,59254
,,
94306,"6,720","291,411"
94306,80,260
94306,160,504
94306,270,1123
94306,470,2665
94306,1970,20684
94306,3770,266175
,,
94401,"5,820","87,274"
94401,90,199
94401,330,687
94401,620,2139
94401,870,4462
94401,2480,24052
94401,1430,55735
,,
94402,"6,840","221,077"
94402,100,361
94402,180,702
94402,330,1312
94402,580,3620
94402,2180,21934
94402,3470,193148
,,
94403,"9,720","242,594"
94403,150,427
94403,350,1090
94403,690,2388
94403,1050,5835
94403,3670,35606
94403,3810,197248
,,
94404,"9,160","185,939"
94404,90,185
94404,260,906
94404,500,1853
94404,890,4825
94404,3420,34255
94404,4000,143915
,,
94501,"10,700","156,201"
94501,160,374
94501,540,1180
94501,1020,3479
94501,1490,7990
94501,4510,42559
94501,2980,100619
,,
94502,"3,670","60,096"
94502,40,155
94502,130,284
94502,260,1033
94502,390,1908
94502,1530,14052
94502,1320,42664
,,
94503,"3,340","25,993"
94503,60,38
94503,260,401
94503,430,1155
94503,580,2290
94503,1500,11881
94503,510,10228
,,
94505,"3,410","38,228"
94505,50,112
94505,170,403
94505,330,1185
94505,460,2047
94505,1670,13702
94505,730,20779
,,
94506,"6,870","239,770"
94506,100,294
94506,130,296
94506,210,850
94506,340,2066
94506,2030,19705
94506,4060,216559
,,
94507,"4,570","248,202"
94507,70,251
94507,80,426
94507,150,665
94507,240,1683
94507,1100,10885
94507,2930,234292
,,
94508,400,"7,513"
94508,**,**
94508,30,47
94508,50,196
94508,50,222
94508,160,1282
94508,110,5766
,,
94509,"7,310","38,463"
94509,230,271
94509,1020,1649
94509,1670,4376
94509,1550,6357
94509,2500,18469
94509,340,7341
,,
94510,"6,130","70,129"
94510,90,189
94510,260,629
94510,610,1868
94510,850,3999
94510,2830,23866
94510,1490,39578
,,
94513,"12,310","121,879"
94513,180,371
94513,600,1269
94513,1220,3613
94513,1720,7478
94513,6180,50418
94513,2410,58730
,,
94514,150,"1,371"
94514,**,**
94514,**,**
94514,40,83
94514,20,114
94514,60,461
94514,30,713
,,
94515,720,"18,423"
94515,**,**
94515,60,181
94515,90,254
94515,110,566
94515,270,2878
94515,190,14544
,,
94517,"3,360","49,662"
94517,40,61
94517,100,197
94517,230,724
94517,350,1817
94517,1510,12876
94517,1130,33987
,,
94518,"4,850","46,442"
94518,90,104
94518,320,545
94518,600,1821
94518,730,3480
94518,2180,18805
94518,930,21687
,,
94519,"3,270","24,326"
94519,60,39
94519,240,453
94519,480,1493
94519,630,2776
94519,1540,12713
94519,320,6852
,,
94520,"3,340","29,379"
