"ZIP
code [1]",State and local income taxes,
,Number of returns,Amount
95912,180,1388
95912,80,5267
,,
95914,60,241
95914,**,**
95914,30,73
95914,**,**
95914,30,168
95914,**,**
95914,**,**
,,
95916,60,250
95916,0,0
95916,**,**
95916,40,86
95916,**,**
95916,20,164
95916,**,**
,,
95917,270,"2,269"
95917,**,**
95917,40,134
95917,60,176
95917,60,282
95917,90,668
95917,20,1009
,,
95918,380,"3,183"
95918,**,**
95918,30,52
95918,50,131
95918,70,284
95918,190,1487
95918,40,1229
,,
95919,70,265
95919,**,**
95919,**,**
95919,50,121
95919,**,**
95919,20,144
95919,**,**
,,
95920,0,0
95920,0,0
95920,0,0
95920,0,0
95920,0,0
95920,0,0
95920,0,0
,,
95922,30,119
95922,**,**
95922,0,0
95922,30,119
95922,**,**
95922,**,**
95922,**,**
,,
95925,20,101
95925,0,0
95925,20,101
95925,**,**
95925,**,**
95925,**,**
95925,**,**
,,
95926,"3,350","28,739"
95926,110,197
95926,300,552
95926,520,1472
95926,640,2814
95926,1420,10852
95926,360,12852
,,
95928,"3,560","48,935"
95928,90,156
95928,290,473
95928,550,1590
95928,570,2660
95928,1440,11839
95928,620,32217
,,
95932,620,"6,544"
95932,**,**
95932,90,243
95932,110,349
95932,130,585
95932,200,1823
95932,90,3544
,,
95934,0,0
95934,0,0
95934,0,0
95934,0,0
95934,0,0
95934,0,0
95934,0,0
,,
95935,60,214
95935,**,**
95935,30,49
95935,**,**
95935,30,165
95935,**,**
95935,**,**
,,
95938,600,"8,685"
95938,**,**
95938,40,136
95938,70,196
95938,90,494
95938,260,2617
95938,140,5242
,,
95939,0,0
95939,0,0
95939,0,0
95939,0,0
95939,0,0
95939,0,0
95939,0,0
,,
95941,0,0
95941,0,0
95941,0,0
95941,0,0
95941,0,0
95941,0,0
95941,0,0
,,
95942,220,"1,704"
95942,**,**
95942,**,**
95942,40,87
95942,50,180
95942,100,770
95942,30,667
,,
95943,100,"2,934"
95943,**,**
95943,**,**
95943,30,157
95943,**,**
95943,30,467
95943,40,2310
,,
95945,"2,630","22,840"
95945,90,94
95945,310,683
95945,470,1343
95945,480,1966
95945,950,7261
95945,330,11493
,,
95946,"1,560","12,461"
95946,60,163
95946,170,342
95946,230,619
95946,270,1141
95946,620,4604
95946,210,5592
,,
95947,110,637
95947,**,**
95947,**,**
95947,50,161
95947,**,**
95947,60,476
95947,**,**
,,
95948,840,"6,559"
95948,30,96
95948,120,207
95948,180,672
95948,160,618
95948,280,2424
95948,70,2542
,,
95949,"2,950","24,527"
95949,80,159
95949,240,355
95949,460,1253
95949,540,2137
95949,1270,9571
95949,360,11052
,,
95953,720,"5,134"
95953,20,15
95953,130,252
95953,170,472
95953,150,642
95953,190,1546
95953,60,2207
,,
95954,820,"3,637"
95954,40,35
95954,120,180
95954,190,472
95954,190,789
95954,250,1661
95954,30,500
,,
95957,70,577
95957,**,**
95957,**,**
95957,40,147
95957,**,**
95957,30,430
95957,**,**
,,
95959,"2,620","29,085"
95959,80,282
95959,210,466
95959,390,1181
95959,430,1996
95959,1050,8356
95959,460,16804
,,
95960,60,459
95960,**,**
95960,30,62
95960,**,**
95960,**,**
95960,30,397
95960,**,**
,,
95961,"2,200","10,035"
95961,50,55
95961,330,545
95961,550,1380
95961,470,1821
95961,740,5059
95961,60,1175
,,
95962,160,"1,070"
95962,**,**
95962,**,**
95962,40,111
95962,30,100
95962,90,859
95962,**,**
,,
95963,"1,040","8,901"
95963,40,87
95963,150,321
95963,210,597
95963,200,821
95963,350,2615
95963,90,4460
,,
95965,980,"6,523"
95965,40,30
95965,160,250
95965,230,601
95965,180,808
95965,300,2216
95965,70,2618
,,
95966,"1,980","12,638"
95966,80,127
95966,260,487
95966,400,1131
95966,380,1555
95966,720,5754
95966,140,3584
,,
95968,80,279
95968,20,20
95968,**,**
95968,40,130
95968,**,**
95968,20,129
95968,**,**
,,
95969,"2,560","16,673"
95969,90,86
95969,330,517
95969,450,1197
95969,500,1848
95969,970,7194
95969,220,5831
,,
95970,50,643
95970,**,**
95970,20,62
95970,**,**
95970,**,**
95970,30,581
95970,**,**
,,
95971,580,"3,771"
95971,**,**
95971,90,170
95971,130,334
95971,100,385
95971,210,1524
95971,50,1358
,,
95973,"4,460","45,977"
95973,90,181
95973,340,701
95973,630,1827
95973,790,3398
95973,1980,14859
95973,630,25011
,,
95975,180,"1,496"
95975,**,**
95975,50,85
95975,**,**
95975,30,100
95975,100,1311
95975,**,**
,,
95977,180,966
95977,**,**
95977,40,37
95977,30,116
95977,40,151
95977,70,662
95977,**,**
,,
95979,30,109
95979,0,0
95979,**,**
95979,30,109
95979,**,**
95979,**,**
95979,**,**
,,
95982,430,"4,230"
95982,**,**
95982,50,78
95982,70,205
95982,90,434
95982,180,1432
95982,40,2081
,,
95983,30,150
95983,0,0
95983,**,**
95983,30,150
95983,**,**
95983,**,**
95983,**,**
,,
95987,390,"2,568"
95987,**,**
95987,80,128
95987,100,288
95987,70,259
95987,100,762
95987,40,1131
,,
95988,640,"6,322"
95988,**,**
95988,100,301
95988,130,415
95988,120,526
95988,220,2227
95988,70,2853
,,
95991,"3,010","19,062"
95991,90,124
95991,390,612
95991,620,1561
95991,590,2267
95991,1100,8107
95991,220,6391
,,
95993,"4,090","38,081"
95993,90,209
95993,440,811
95993,690,1877
95993,740,3143
95993,1680,13038
95993,450,19003
,,
96001,"3,740","33,371"
96001,100,203
96001,390,643
96001,620,1818
96001,660,2761
96001,1420,10647
96001,550,17299
,,
96002,"2,920","20,459"
96002,120,152
96002,370,575
96002,540,1512
96002,500,2049
96002,1080,7798
96002,310,8373
,,
96003,"4,240","30,093"
96003,140,160
96003,500,859
96003,750,2028
96003,800,3314
96003,1670,12035
96003,380,11697
,,
96006,30,142
96006,**,**
96006,0,0
96006,30,142
96006,**,**
96006,**,**
96006,**,**
,,
96007,"1,750","8,944"
96007,80,137
96007,260,359
96007,430,1130
96007,360,1362
96007,530,3777
96007,90,2179
,,
96008,200,"1,852"
96008,20,25
96008,**,**
96008,40,120
96008,30,127
96008,80,627
96008,30,953
,,
96013,220,"1,331"
96013,**,**
96013,30,41
96013,40,100
96013,40,152
96013,110,1038
96013,**,**
,,
96015,30,101
96015,**,**
96015,**,**
96015,30,101
96015,**,**
96015,**,**
96015,**,**
,,
96016,30,194
96016,0,0
96016,**,**
96016,**,**
96016,30,194
96016,**,**
96016,**,**
,,
96019,690,"2,990"
96019,30,17
96019,150,260
96019,170,441
96019,130,509
96019,210,1763
96019,**,**
,,
96020,260,"1,502"
96020,**,**
96020,40,67
96020,50,164
96020,60,197
96020,90,571
96020,20,503
,,
96021,730,"5,113"
96021,**,**
96021,150,406
96021,160,405
96021,130,482
96021,240,2170
96021,50,1650
,,
96022,"1,630","9,810"
96022,50,74
96022,190,330
96022,290,775
96022,330,1317
96022,640,4622
96022,130,2692
,,
96023,50,306
96023,**,**
96023,20,50
96023,**,**
96023,30,256
96023,**,**
96023,**,**
,,
96024,60,420
96024,0,0
96024,**,**
96024,30,73
96024,**,**
96024,30,347
96024,**,**
,,
96025,120,651
96025,**,**
96025,30,33
96025,50,177
96025,**,**
96025,40,441
96025,**,**
,,
96027,130,"1,080"
96027,**,**
96027,20,45
96027,20,75
96027,30,106
96027,60,854
96027,**,**
,,
96028,130,844
96028,**,**
96028,30,74
96028,**,**
96028,30,102
96028,70,668
96028,**,**
,,
96032,140,698
96032,20,22
96032,**,**
96032,30,84
96032,40,161
96032,50,431
96032,**,**
,,
96033,0,0
96033,0,0
96033,0,0
96033,0,0
96033,0,0
96033,0,0
96033,0,0
,,
96034,0,0
96034,0,0
96034,0,0
96034,0,0
96034,0,0
96034,0,0
96034,0,0
,,
96035,130,705
96035,**,**
96035,**,**
96035,50,122
96035,30,127
96035,50,456
96035,**,**
,,
96038,40,179
96038,0,0
96038,**,**
96038,**,**
96038,40,179
96038,**,**
96038,**,**
,,
96039,40,224
96039,**,**
96039,**,**
96039,**,**
96039,40,224
96039,**,**
96039,**,**
,,
96041,80,823
96041,**,**
96041,**,**
96041,40,112
96041,**,**
96041,40,711
96041,**,**
,,
96044,60,397
96044,**,**
96044,**,**
96044,30,91
96044,**,**
96044,30,306
96044,**,**
,,
96047,70,452
96047,0,0
96047,**,**
96047,30,93
96047,**,**
96047,40,359
96047,**,**
,,
96048,40,181
96048,0,0
96048,**,**
96048,**,**
96048,40,181
96048,**,**
96048,**,**
,,
96050,0,0
96050,0,0
96050,0,0
96050,0,0
96050,0,0
96050,0,0
96050,0,0
,,
96051,100,704
96051,**,**
96051,**,**
96051,50,140
96051,**,**
96051,50,564
96051,**,**
,,
96052,70,431
96052,0,0
96052,**,**
96052,40,105
96052,**,**
96052,30,326
96052,**,**
,,
96055,250,"1,957"
96055,20,25
96055,30,88
96055,50,118
96055,40,182
96055,90,833
96055,20,711
,,
96056,120,781
96056,**,**
96056,**,**
96056,60,193
96056,**,**
96056,60,588
96056,**,**
,,
96057,90,483
96057,**,**
96057,**,**
96057,40,82
96057,20,117
96057,30,284
96057,**,**
,,
96058,0,0
96058,0,0
96058,0,0
96058,0,0
96058,0,0
96058,0,0
96058,0,0
,,
96059,40,257
96059,**,**
96059,**,**
96059,**,**
96059,40,257
96059,**,**
96059,**,**
,,
96062,140,"1,191"
96062,**,**
96062,**,**
96062,30,69
96062,30,113
96062,60,431
96062,20,578
,,
96064,280,"1,535"
96064,**,**
96064,60,84
96064,50,127
96064,60,250
96064,110,1074
96064,**,**
,,
96065,0,0
96065,0,0
96065,0,0
96065,0,0
96065,0,0
96065,0,0
96065,0,0
,,
96067,790,"5,275"
96067,20,43
96067,90,162
96067,140,364
96067,140,561
96067,300,2250
96067,100,1895
,,
96069,80,566
96069,0,0
96069,**,**
96069,40,115
96069,**,**
96069,40,451
96069,**,**
,,
96073,830,"9,146"
96073,**,**
96073,80,180
96073,90,347
96073,110,456
96073,390,2936
96073,160,5227
,,
96080,"2,270","17,122"
96080,80,158
96080,320,511
96080,410,1295
96080,420,1788
96080,810,6182
96080,230,7188
,,
96088,430,"2,070"
96088,20,11
96088,70,89
96088,90,226
96088,90,305
96088,160,1439
96088,**,**
,,
96091,50,331
96091,**,**
96091,30,53
96091,**,**
96091,**,**
96091,20,278
96091,**,**
,,
96094,530,"3,546"
96094,20,14
96094,80,164
96094,100,267
96094,100,395
96094,190,1332
96094,40,1374
,,
96096,60,359
96096,0,0
96096,**,**
96096,30,88
96096,**,**
96096,30,271
96096,**,**
,,
96097,700,"4,434"
96097,30,108
96097,110,209
96097,140,349
96097,140,581
96097,220,1532
96097,60,1655
,,
96101,310,"1,878"
96101,**,**
96101,50,76
96101,50,128
96101,70,276
96101,120,904
96101,20,494
,,
96103,210,"1,500"
96103,**,**
96103,30,48
96103,40,114
96103,40,130
96103,80,656
96103,20,552
,,
96104,50,276
96104,0,0
96104,30,99
96104,**,**
96104,20,177
96104,**,**
96104,**,**
,,
96105,40,178
96105,0,0
96105,**,**
96105,**,**
96105,40,178
96105,**,**
96105,**,**
,,
96107,70,278
96107,**,**
96107,**,**
96107,40,92
96107,**,**
96107,30,186
96107,**,**
,,
96109,40,140
96109,**,**
96109,**,**
96109,**,**
96109,40,140
96109,**,**
96109,0,0
,,
96114,390,"2,249"
96114,**,**
96114,40,45
96114,50,111
96114,80,325
96114,190,1183
96114,30,585
,,
96117,20,97
96117,**,**
96117,20,97
96117,**,**
96117,**,**
96117,**,**
96117,**,**
,,
96118,120,443
96118,**,**
96118,30,35
96118,30,84
96118,20,66
96118,40,258
96118,**,**
,,
96120,100,589
96120,**,**
96120,**,**
96120,40,112
96120,**,**
96120,60,477
96120,**,**
,,
96121,40,187
96121,0,0
96121,20,57
96121,**,**
96121,**,**
96121,20,130
96121,**,**
,,
96122,260,"1,608"
96122,**,**
96122,30,41
96122,50,134
96122,60,233
96122,100,651
96122,20,549
,,
96124,40,249
96124,0,0
96124,**,**
96124,40,249
96124,**,**
96124,**,**
96124,**,**
,,
96125,20,84
96125,20,84
96125,**,**
96125,**,**
96125,**,**
96125,**,**
96125,**,**
,,
96128,60,329
96128,**,**
96128,**,**
96128,30,89
96128,**,**
96128,30,240
96128,**,**
,,
96130,"1,320","7,280"
96130,**,**
96130,150,254
96130,230,581
96130,290,1057
96130,580,4019
96130,70,1369
,,
96134,80,894
96134,**,**
96134,**,**
96134,40,213
96134,**,**
96134,40,681
96134,**,**
,,
96137,240,"1,644"
96137,20,22
96137,**,**
96137,50,145
96137,40,191
96137,130,1286
96137,**,**
,,
96146,200,"4,879"
96146,**,**
96146,30,41
96146,30,114
96146,20,134
96146,60,662
96146,60,3928
,,
96150,"1,840","14,313"
96150,70,128
96150,200,339
96150,320,899
96150,340,1501
96150,680,5174
96150,230,6272
,,
96161,"2,260","41,196"
96161,60,134
96161,140,328
96161,230,732
96161,310,1528
96161,920,7568
96161,600,30906
,,
99999,"95,110","1,940,440"
99999,2190,3226
99999,9430,18061
99999,15020,47611
99999,15920,77591
99999,32690,285144
99999,19860,1508807
"** - Not shown to avoid disclosure of information 
about specific taxpayers.  However, the data are 
combined with data in an adjacent size class, 
as appropriate, and included in the appropriate totals.",,
"[1] The ZIP Code is based on the 5-digit ZIP code on the individual 
income tax return.  ZIP Codes with less than 100 returns, 
identified as a single building ZIP code, or identified as a 
nonresidential ZIP code have been categorized as other (99999).",,
"[2] The ""Number of volunteer prepared returns"" shows counts of 
returns prepared by IRS-certified volunteers to taxpayers with 
limited income, persons with disabilities, limited English speaking 
taxpayers, current and former members of the military, and 
taxpayers who are 60 years of age and older.",,
[3] Includes primary taxpayers 60 years of age or older.,,
[4] Less deficit.,,
"[5] ""Qualified dividends"" are ordinary dividends received 
in tax years beginning after 2002 that meet certain 
conditions and receive preferential tax rates. 
The maximum qualified dividends tax rate is 20%.",,
"[6] Includes the Alaskan permanent fund, reported by 
residents of Alaska on Forms 1040A and 1040EZ's.  
This fund only applies to statistics in the totals, and the 
state of Alaska.",,
"[7] ""Earned income credit"" includes both the refundable 
and non-refundable portions.  The non-refundable portion 
could reduce income tax and certain related taxes to zero. 
The earned income credit amounts in excess of total tax 
liability, or amounts when there was no tax liability at all, 
were refundable.  See footnote 8 below for explanation 
of the refundable portion of the earned income credit.",,
"[8] The refundable portion of the ""earned income credit"" 
equals ""total income tax"" minus the ""earned income credit.""  
If the result is negative, this amount is considered the 
refundable portion.  No other refundable credits were 
taken into account for this calculation.",,
"[9]  ""Income tax"" reflects the amount reported on 
Form 1040 line 56.  It also includes data from 
Form 1040A and 1040EZ filers.  ",,
"[10] ""Total tax liability"" differs from ""Income tax,"" in that
""Total tax liability"" includes the taxes from recapture of 
certain prior-year credits, tax applicable to individual 
retirement arrangements (IRA's), social security taxes 
on self-employment income and on certain tip income, 
advanced earned income payments, household
employment taxes, and certain ""other taxes"" listed 
in the Form 1040 instructions.",,
"[11] Reflects payments to or withholdings made to 
""Total tax liability"".  This is the amount the tax filer 
owes when the income tax return is filed.",,
"[12]  The amount of overpayments the tax filer requested to 
have refunded. ",,
"NOTE: This table presents aggregates of all returns filed and
processed through the Individual Master File (IMF) system 
during Calendar Year 2017, including any returns filed for 
tax years preceding 2016.",,
"This table is based on tax returns as initially processed by IRS
and does not reflect amended returns or errors that were
corrected after initial processing. In general, during administrative 
or Master File processing, taxpayer reporting discrepancies are 
corrected only to the extent necessary. The statistics in the ZIP code 
data should, therefore, be used with the knowledge that some of the 
data have not been perfected or edited for statistical purposes 
and that State totals in this table may not be altogether 
comparable to other State totals published by the IRS, 
Statistics of Income Division. ",,
Detail may not add to totals because of rounding.,,
"SOURCE: IRS, Statistics of Income Division, 
Individual Master File System, August 2018.",,
